tconst,originalTitle,startYear,runtimeMinutes,Genre,Director,Writer,Actor
tt0096875,Catchfire,1990,116,Crime,Dennis Hopper,Ann Louise Bardach,Jodie Foster
tt0110638,Nell,1994,112,Drama,Michael Apted,William Nicholson,Jodie Foster
tt0110638,Nell,1994,112,Drama,Michael Apted,Mark Handley,Jodie Foster
tt0074256,Bugsy Malone,1976,93,Comedy,Alan Parker,Alan Parker,Jodie Foster
tt0074256,Bugsy Malone,1976,93,Crime,Alan Parker,Alan Parker,Jodie Foster
tt0074256,Bugsy Malone,1976,93,Family,Alan Parker,Alan Parker,Jodie Foster
tt0076401,"Moi, Fleur bleue",1977,100,Comedy,Eric Le Hung,Eric Le Hung,Jodie Foster
tt0076401,"Moi, Fleur bleue",1977,100,Drama,Eric Le Hung,Eric Le Hung,Jodie Foster
tt0076401,"Moi, Fleur bleue",1977,100,Romance,Eric Le Hung,Eric Le Hung,Jodie Foster
tt0076401,"Moi, Fleur bleue",1977,100,Comedy,Eric Le Hung,Philippe Bourgoin,Jodie Foster
tt0076401,"Moi, Fleur bleue",1977,100,Drama,Eric Le Hung,Philippe Bourgoin,Jodie Foster
tt0076401,"Moi, Fleur bleue",1977,100,Romance,Eric Le Hung,Philippe Bourgoin,Jodie Foster
tt0476964,The Brave One,2007,122,Action,Neil Jordan,Roderick Taylor,Jodie Foster
tt0476964,The Brave One,2007,122,Crime,Neil Jordan,Roderick Taylor,Jodie Foster
tt0476964,The Brave One,2007,122,Drama,Neil Jordan,Roderick Taylor,Jodie Foster
tt0476964,The Brave One,2007,122,Action,Neil Jordan,Bruce A. Taylor,Jodie Foster
tt0476964,The Brave One,2007,122,Crime,Neil Jordan,Bruce A. Taylor,Jodie Foster
tt0476964,The Brave One,2007,122,Drama,Neil Jordan,Bruce A. Taylor,Jodie Foster
tt0476964,The Brave One,2007,122,Action,Neil Jordan,Cynthia Mort,Jodie Foster
tt0476964,The Brave One,2007,122,Crime,Neil Jordan,Cynthia Mort,Jodie Foster
tt0476964,The Brave One,2007,122,Drama,Neil Jordan,Cynthia Mort,Jodie Foster
tt0410377,Nim's Island,2008,96,Adventure,Jennifer Flackett,Jennifer Flackett,Jodie Foster
tt0410377,Nim's Island,2008,96,Family,Jennifer Flackett,Jennifer Flackett,Jodie Foster
tt0410377,Nim's Island,2008,96,Fantasy,Jennifer Flackett,Jennifer Flackett,Jodie Foster
tt0410377,Nim's Island,2008,96,Adventure,Mark Levin,Jennifer Flackett,Jodie Foster
tt0410377,Nim's Island,2008,96,Family,Mark Levin,Jennifer Flackett,Jodie Foster
tt0410377,Nim's Island,2008,96,Fantasy,Mark Levin,Jennifer Flackett,Jodie Foster
tt0410377,Nim's Island,2008,96,Adventure,Jennifer Flackett,Mark Levin,Jodie Foster
tt0410377,Nim's Island,2008,96,Family,Jennifer Flackett,Mark Levin,Jodie Foster
tt0410377,Nim's Island,2008,96,Fantasy,Jennifer Flackett,Mark Levin,Jodie Foster
tt0410377,Nim's Island,2008,96,Adventure,Mark Levin,Mark Levin,Jodie Foster
tt0410377,Nim's Island,2008,96,Family,Mark Levin,Mark Levin,Jodie Foster
